COMP_ID	COMP_NOTES	WATCH_LEVEL	COMP_LGL_NAME	COMP_DBA_NAME	COMP_ADDR	COMP_CITY	COMP_ST	COMP_POST_CODE	COMP_PHONE	COMP_FAX	COMP_DOCKET_PREFIX	COMP_DOCKET_NUMBER	COMP_DOT	COMP_INTRASTATE_STATE	COMP_INTRASTATE_CODE	COMP_DUNS	AUTH_COM	AUTH_CONT	AUTH_BRK	AUTH_PEN_COM	AUTH_PEN_CONT	AUTH_PEN_BRK	AUTH_RVK_COM	AUTH_RVK_CONT	AUTH_RVK_BRK	AUTH_BIPD	AUTH_CARGO	AUTH_BOND	DOT_CARGO_POL	DOT_CARGO_CARRIER	DOT_CARGO_FROM	DOT_CARGO_TO	DOT_CARGO_EFF_DATE	DOT_CARGO_CAN_DATE	DOT_PRI_POL	DOT_PRI_CARRIER	DOT_PRI_FROM	DOT_PRI_TO	DOT_PRI_EFF_DATE	DOT_PRI_CAN_DATE	DOT_XS_POL	DOT_XS_CARRIER	DOT_XS_FROM	DOT_XS_TO	DOT_XS_EFF_DATE	DOT_XS_CAN_DATE	CARGO_EFF_DATE	CARGO_EXP_DATE	CARGO_CAN	CARGO_CAN_DATE	CARGO_CONF	CARGO_POL	CARGO_AGT	CARGO_AGT_PHONE	CARGO_AGT_FAX	CARGO_UDW	CARGO_LAST_UPD	CARGO_COVERAGE_DESC	CARGO_MAX_LIMIT	CARGO_LIMITS	AUTO_EFF_DATE	AUTO_EXP_DATE	AUTO_CAN	AUTO_CAN_DATE	AUTO_CONF	AUTO_POL	AUTO_AGT	AUTO_AGT_PHONE	AUTO_AGT_FAX	AUTO_UDW	AUTO_LAST_UPD	SCHEDULED_AUTO_FLAG	AUTO_COVERAGE_DESC	AUTO_LIMITS	GENERAL_EFF_DATE	GENERAL_EXP_DATE	GENERAL_CAN	GENERAL_CAN_DATE	GENERAL_CONF	GENERAL_POL	GENERAL_AGT	GENERAL_AGT_PHONE	GENERAL_AGT_FAX	GENERAL_UDW	GENERAL_LAST_UPD	GENERAL_COVERAGE_DESC	GENERAL_LIMITS	SAFE_RATE	SAFE_RATE_DATE	TOTAL_INSPECTIONS	VEHICLE_INSPECTIONS	VEHICLE_OOS	DRIVER_INSPECTIONS	DRIVER_OOS	HAZMAT_INSPECTIONS	HAZMAT_OOS	CRASHES_TOTAL	CRASHES_FATAL	CRASHES_INJURY	CRASHES_TOW	ENTITY_STATUS	ENTITY_TYPE	OPER_TYPE	OOS_DATE	MCS150_MILEAGE	MCS150_YEAR	MCS150_DATE	POWER_UNITS	DRIVERS	COMM_GNL_FRT	COMM_AG	COMM_BEV	COMM_BLD_MTL	COMM_CHEM	COMM_COAL	COMM_CONS	COMM_DRY_BULK	COMM_PROD	COMM_GARB	COMM_GRN	COMM_HOUSE	COMM_LQD_GAS	COMM_LVSTK	COMM_LUMB	COMM_MACH_LO	COMM_MEAT	COMM_MET	COMM_MOB_HM	COMM_VEH	COMM_OIL_EQP	COMM_PAP_PROD	COMM_REF_FOOD	COMM_UTL	COMM_DRIVE	COMM_INTER	COMM_PASS	COMM_MAIL	COMM_WATER	
		2	CR NORTH AMERICA INC	CRNA	843 N ASHLAND AVE	CHICAGO	IL	60622	7733047120	7736817091	MC	754348	2171739				A	N	N	N	N	N	N	N	N	750000	N	N							WN239910	NORTHLAND INSURANCE COMPANY	0	750000	07/25/2018								07/25/2018	07/25/2019	N		High	WN239910	PEOPLES INSURANCE AGENCY	8009324801	3193526328	NORTHLAND INSURANCE COMPANY	07/31/2018		100000	Deductible $1,000~Limit $100,000	07/25/2018	07/25/2019	N		High	WN239910	PEOPLES INSURANCE AGENCY	8009324801	3193526328	NORTHLAND INSURANCE COMPANY	07/31/2018	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000																27	10	3	27	4	0	0	1	0	1	0	A	CARRIER	Interstate		1500000	2016	09/20/2017	8	10	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	EMERSON DIVISION INC		9601 NE 103RD ST	VANCOUVER	WA	98662	5038882232		MC	755222	2174426				N	A	N	N	N	N	N	N	N	750000	N	N							LTO0063154	NATIONAL CASUALTY COMPANY	0	750000	02/02/2019								02/02/2019	02/02/2020	N		High	LT00063154	TEC EQUIPMENT INC	5032857667	5038024238	NATIONAL CASUALTY	02/06/2019	Reefer Breakdown Incl.	100000	Limit $100,000~Deductible $1,000	02/02/2019	02/02/2020	N		High	LTO0063154	TEC EQUIPMENT INC	5032857667	5038024238	NATIONAL CASUALTY	02/06/2019	Y	Scheduled Autos	UNINSURED MOTORIST CSL $100,000~Combined Single Limit (Each Accident) $1,000,000	02/02/2019	02/02/2020	N		High	LT00063154	TEC EQUIPMENT INC	5032857667	5038024238	NATIONAL CASUALTY	02/06/2019	Occur~General Aggregate Limit Applies Per Policy	General Aggregate $1,000,000~Personal & Adv Injury $1,000,000~Medical Expense (Any One Person) $5,000~Products - Comp/Op Agg $1,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Each Occurrence $1,000,000			10	6	0	10	1	0	0	0	0	0	0	A	CARRIER	Interstate		309842	2017	06/28/2018	3	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	AMERICAN ROADRUNNER INC		16442 REDSTONE MOUNTAIN LN	CHARLOTTE	NC	28277	7047621710	7044962290	MC	754989	2173739				A	N	N	N	N	N	N	N	N	1000000	N	N							WN211922	NORTHLAND INSURANCE COMPANY	0	1000000	03/15/2017								02/25/2019	02/25/2020	N		High	WN254348	BYE INSURANCE	8884230974	8882151431	NORTHLAND INSURANCE COMPANY	02/28/2019		100000	Deductible $1,000~Limit $100,000	02/25/2019	02/25/2020	N		High	WN254348	BYE INSURANCE	8884230974	8882151431	NORTHLAND INSURANCE COMPANY	02/28/2019	Y	See Description Box~Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000																6	5	0	6	0	2	0	0	0	0	0	A	CARRIER	Interstate		180000	2016	03/03/2017	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	FARM EXPRESS LLC		2960 CREASY RD	CUSTER	WA	98240	3603055148	3602303292	MC	755646	2005730				A	N	N	N	N	N	N	N	N	750000	N	N							LTO0063090	NATIONAL CASUALTY COMPANY	0	750000	10/09/2018																																																			30	15	2	30	1	0	0	0	0	0	0	A	CARRIER	Interstate		9999	2014	10/04/2018	4	5	Y	N	N	N	N	N	N	N	Y	N	N	Y	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	
		2	LEGEND TRUCK LINES INC		6622 OLCOTT STREET	TUJUNGA	CA	91042	9095391599		MC	755987	2066782				N	A	N	N	N	N	N	N	N	750000	N	N							WN219055	NORTHLAND INSURANCE COMPANY	0	750000	07/28/2017								07/28/2018	07/28/2019	N		High	WN242017	RIGHTSTOP INSURANCE SERVICES INC	5629209116	5622060226	NORTHLAND INSURANCE CO	08/01/2018	Reefer Breakdown Incl.	100000	Deductible $1,000~Limit $100,000	07/28/2018	07/28/2019	N		High	WN242017	RIGHTSTOP INSURANCE SERVICES INC	5629209116	5622060226	NORTHLAND INSURANCE CO	08/01/2018	Y	See Description Box~Scheduled Autos	UM $60,000~Combined Single Limit (Each Accident) $1,000,000																3	2	0	3	0	0	0	0	0	0	0	A	CARRIER	Interstate		76492	2017	03/26/2018	1	1	Y	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	BEST CARRIER INC		7426 CHERRY AVENUE SUITE 210-550	FONTANA	CA	92336	9493855170	9493855831	MC	755516	2175391																																																																													43	31	2	43	3	0	0	2	0	2	0	I	CARRIER	Interstate		4800000	2017	01/24/2017	40	40	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	LTL LOGISTICS INC		13265 CORPORATE EXCHANGE DRIVE	BRIDGETON	MO	63044	3148629292	3148621951	MC	755748	2176398				A	A	N	N	N	N	N	N	N	1000000	N	N							CA-X23492	ACUITY, A MUTUAL INSURANCE COMPANY	0	1000000	09/01/2011																																																			0	0	0	0	0	0	0	0	0	0	0	A	CARRIER	Interstate		30000	2013	06/13/2017	2	2	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	ARCTIC HORIZON INC		355 WOOD CREEK RD UNIT 314	WHEELING	IL	60090	8152603204		MC	755670	2094732				A	N	N	N	N	N	N	N	N	750000	N	N							WN103346	NORTHLAND INSURANCE COMPANY	0	750000	03/18/2013								08/03/2018	08/03/2019	N		High	WN239905	FORAN FINANCIAL INC	8475376688	8885077878	NORTHLAND INSURANCE COMPANY	08/07/2018		100000	Deductible $1,000~Limit $100,000	08/03/2018	08/03/2019	N		High	WN239905	FORAN FINANCIAL INC	8475376688	8885077878	NORTHLAND INSURANCE COMPANY	08/07/2018	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000																29	14	1	29	0	0	0	0	0	0	0	A	CARRIER	Interstate		925000	2017	01/26/2018	7	7	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	CADENCE PREMIER GLOBAL INC		2250 S CHICAGO ST UNIT A	JOLIET	IL	60436	7089190238	6308830288	MC	756120	2177299				A	N	N	N	N	N	N	N	N	1000000	N	N							TP9882374 04	NATIONAL UNION FIRE INS. CO. OF PITSBGH. PA	0	1000000	02/18/2019								02/18/2019	02/18/2020	N		High	QT6605J723421	JJ DOORHY AND ASSOCIATES	6308617959	8443612986	THE TRAVELERS COMPANIES INC	02/17/2019	Reefer Breakdown Incl.	150000	Deductible $2,500~Limit $150,000	02/18/2019	02/18/2020	N		High	TP988237403	JJ DOORHY AND ASSOCIATES	6308617959	8443612986	AIG	02/17/2019	N	Any Auto~Non-owned Autos~Hired Autos	Combined Single Limit (Each Accident) $1,000,000	02/18/2019	02/18/2020	N		High	S2352514	JJ DOORHY AND ASSOCIATES	6308617959	8443612986	SELECTIVE INSURANCE COMPANY OF SOUTH CAROLINA	02/17/2019	Occur	Personal & Adv Injury $2,000,000~Medical Expense (Any One Person) $15,000~Damage To Rented Premises (Each Occurrence) $500,000~Products - Comp/Op Agg $4,000,000~Each Occurrence $2,000,000~General Aggregate $4,000,000			161	58	7	161	3	0	0	8	0	1	7	A	CARRIER	Interstate		5424347	2017	11/22/2017	60	57	Y	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	JOEL DE JESUS LEMUS NAVARRO	THUNDERBOLT TRANSPORT	131 E 103RD ST	LOS ANGELES	CA	90003	2134942417		MC	756990	2180046				N	A	N	N	N	N	N	N	N	750000	N	N							FCT001922-01	AMERICAN SENTINEL INSURANCE COMPANY	0	750000	06/06/2018								06/06/2018	06/06/2019	N		High	FCT00192201	THE EMPIRE COMPANY	9094760600	9094760601	AMERICAN SENTINEL INSURANCE COMPANY	06/06/2018		100000	Deductible $1,000~Limit $100,000	06/06/2018	06/06/2019	N		High	FCT00192201	THE EMPIRE COMPANY	9094760600	9094760601	AMERICAN SENTINEL INSURANCE COMPANY	06/06/2018	Y	See Description Box~Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000																7	7	3	6	2	0	0	0	0	0	0	A	CARRIER	Interstate		139349	2017	07/16/2018	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	PARIS TRANSPORTATION INC		2635 PARIS AVE	FEASTERVILLE-TREVOSE	PA	19053	2158925102	2152451443	MC	756618	2178881				A	N	N	N	N	N	N	N	N	750000	N	N							A0002893003	SENTRY SELECT INSURANCE COMPANY	0	750000	09/23/2016								09/23/2018	09/23/2019	N		High	QT-660-4L126907	ECBM LP	6106687100	6106672208	TRAVELERS PROPERTY CASUALTY INS CO OF AMERICA	10/15/2018	Reefer Breakdown Incl.	100000	Deductible $1,000~PER OCCURRENCE $200,000~Per Vehicle $100,000	09/23/2018	09/23/2019	N		High	A0002893003	ECBM LP	6106687100	6106672208	SENTRY SELECT INSURANCE CO	10/15/2018	Y	Hired Autos~Scheduled Autos~Non-owned Autos	Combined Single Limit (Each Accident) $1,000,000	09/23/2018	09/23/2019	N		High	A0002893003	ECBM LP	6106687100	6106672208	SENTRY SELECT INSURANCE CO	10/15/2018	Commercial General Liability~General Aggregate Limit Applies Per Policy~Products - Comp/Op Agg-EXCLUDED~Occur	Medical Expense (Any One Person) $5,000~Personal & Adv Injury $1,000,000~General Aggregate $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Each Occurrence $1,000,000			31	19	3	31	3	1	0	2	0	1	1	A	CARRIER	Interstate		856895	2017	08/01/2018	16	15	Y	N	Y	Y	N	N	N	N	Y	N	N	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	N	N	N	N	N	
		2	G2 LOGISTICS INC		12014 RATNER ST	N HOLLYWOOD	CA	91605	6266641888		MC	756774	2179336				N	A	N	N	N	N	N	N	N	750000	N	N							FCT000325-02	AMERICAN SENTINEL INSURANCE COMPANY	0	750000	08/30/2018								08/30/2018	08/30/2019	N		High	DEN2 000237-00	ROYALTY FINANCIAL & INSURANCE SERVICES	8189890206	8183304540	NORTH AMERICAN CAPACITY INSURANCE CO	09/29/2018		100000	Deductible $1,000~Limit $100,000	08/30/2018	08/30/2019	N		High	FCT000325-02	ROYALTY FINANCIAL & INSURANCE SERVICES	8189890206	8183304540	AMERICAN SENTINEL INSURANCE COMPANY	09/29/2018	Y	Scheduled Autos~See Description Box	Combined Single Limit (Each Accident) $1,000,000																19	15	2	16	1	0	0	0	0	0	0	A	CARRIER	Interstate		208500	2018	02/14/2019	2	2	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	TRANS LINE LLC		9315 KENTON STREET	LENEXA	KS	66227	9139527070	9137802756	MC	758055	2183286				N	A	N	N	N	N	N	N	N	750000	N	N							LFO0002974	NATIONAL CASUALTY COMPANY	0	750000	07/26/2016								08/01/2018	08/01/2019	N		High	LFO0003276	HUB TRANSPORTATION (CO)	8008800975	3032872311	SCOTTSDALE INSURANCE COMPANY	08/03/2018	INCLUDES HIRED CARGO	100000	PER LOAD $100,000~Deductible $1,000~Reefer Breakdown Ded. $2,500	08/01/2018	08/01/2019	N		High	LFO0003276	HUB TRANSPORTATION (CO)	8008800975	3032872311	SCOTTSDALE INSURANCE COMPANY	08/03/2018	N	Non-owned Autos~Hired Autos~Any Auto	Combined Single Limit (Each Accident) $1,000,000	08/01/2018	08/01/2019	N		High	LFO0003276	HUB TRANSPORTATION (CO)	8008800975	3032872311	SCOTTSDALE INSURANCE COMPANY	08/03/2018	Occur~Commercial General Liability~Products - Comp/Op Agg-INCLUDED	Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000~General Aggregate $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Medical Expense (Any One Person) $5,000	S	08/20/2014	100	73	7	100	2	0	0	7	0	2	5	A	CARRIER	Interstate		4299060	2017	03/19/2019	52	50	Y	N	Y	N	N	Y	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	AMS TRUCKING LLC		417 CASTLE PEAK COURT	BOWLING GREEN	KY	42101	2709041178	2709040645	MC	757352	2181087				A	N	N	N	N	N	N	N	N	750000	N	N							A0115009001	SENTRY SELECT INSURANCE COMPANY	0	750000	11/08/2018								11/08/2018	11/08/2019	N		High	A0115009	KINCAID INSURANCE GROUP INC	8126495739	8126495740	SENTRY INSURANCE	12/05/2018		100000	Per Vehicle $100,000~Deductible $1,000	11/08/2018	11/08/2019	N		High	A0115009	KINCAID INSURANCE GROUP INC	8126495739	8126495740	SENTRY INSURANCE	12/05/2018	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000														C	03/05/2014	9	8	3	9	1	0	0	1	0	1	0	A	CARRIER	Interstate		500000	2018	02/19/2019	4	4	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	GM-ATL TRUCKING LLC		3480 REVERE CIRCLE	SNELLVILLE	GA	30039	4043880498	8886220753	MC	758100	1789239				A	N	N	N	N	N	N	N	N	750000	N	N							KSI000050-00	KNIGHT SPECIALTY INSURANCE COMPANY	0	750000	03/18/2019								03/22/2019	03/22/2020	N		High	BIMPKG32219	TRANSPORTATION INSURANCE ADVISORS LLC	8024484600	8026549930	SENECA INSURANCE COMPANY	03/27/2019		100000	Limit $100,000~Deductible $2,500~Reefer Breakdown Ded. $5,000	10/22/2018	10/22/2019	N		High	KSI000050-00	TRANSPORTATION INSURANCE ADVISORS LLC	8024484600	8026549930	KNIGHT SPECIALTY INS CO	03/27/2019	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000	10/22/2018	10/22/2019	N		High	WGL000126-00	TRANSPORTATION INSURANCE ADVISORS LLC	8024484600	8026549930	LLOYDS	03/27/2019	Occur~General Aggregate Limit Applies Per Policy	Medical Expense (Any One Person) $5,000~General Aggregate $2,000,000~Personal & Adv Injury $1,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Each Occurrence $1,000,000~Products - Comp/Op Agg $2,000,000			31	11	3	31	5	1	0	0	0	0	0	A	CARRIER	Interstate		50000	2016	05/02/2018	16	16	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	CHARLESTOWN ENB LLC		443 OLD CLAREMONT ROAD	CHARLESTOWN	NH	03603	6038264333	6038263695	MC	758099	2183393				N	A	N	N	N	N	N	N	N	750000	N	N							CA-ZB7471	ACUITY, A MUTUAL INSURANCE COMPANY	0	750000	12/09/2018								10/18/2018	10/18/2019	N		High	QT6606B274326TIL18	KINNEY PIKE INSURANCE INC	8022813756		TRAVELERS PROPERTY CASUALTY	01/07/2019	Reefer Breakdown Incl.	200000	Deductible $2,500~Limit $200,000	12/09/2018	12/09/2019	N		High	ZB7471	KINNEY PIKE INSURANCE INC	8022813756		ACUITY	01/07/2019	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000	07/31/2018	07/31/2019	N		High	NN959619	KINNEY PIKE INSURANCE INC	8022813756		NAUTILUS INSURANCE COMPANY	01/07/2019	Occur~Products - Comp/Op Agg-INCLUDED	Damage To Rented Premises (Each Occurrence) $100,000~Medical Expense (Any One Person) $5,000~Each Occurrence $1,000,000~General Aggregate $2,000,000~Personal & Adv Injury $1,000,000			35	17	3	35	6	0	0	4	0	0	4	A	CARRIER	Interstate		12000000	2017	12/07/2018	9	12	Y	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	
		2	CULT POWER INC		9098 W TERRACE DR 3A	NILES	IL	60714	6265392858	8772827407	MC	758313	2167597				A	N	N	N	N	N	N	N	N	1000000	N	N							L19A3515	AMERICAN INTER-FIDELITY EXCHANGE	0	1000000	03/19/2019								03/19/2019	03/19/2020	N		High	QT6608A13569A-TIL-19	CROWN POINT, IN - SUSORENY - HUB INTERNATIONAL TRA	2192261902	2192261882	TRAVELERS PROPERTY CASUALTY COMPANY OF AMERICA	03/20/2019	Reefer Breakdown Incl.	250000	Deductible $1,000~Limit $250,000	03/19/2019	03/19/2020	N		High	L19A3515	CROWN POINT, IN - SUSORENY - HUB INTERNATIONAL TRA	2192261902	2192261882	AMERICAN INTER-FIDELITY EXCHANGE	03/20/2019	N	See Description Box~Any Auto	Combined Single Limit (Each Accident) $1,000,000	03/19/2019	03/19/2020	N		High	GL1903515	CROWN POINT, IN - SUSORENY - HUB INTERNATIONAL TRA	2192261902	2192261882	AMERICAN INTER-FIDELITY EXCHANGE	03/20/2019	Occur~General Aggregate Limit Applies Per Policy~Products - Comp/Op Agg-INCLUDED~Commercial General Liability~Medical Expense (Any One Person)-EXCLUDED	Damage To Rented Premises (Each Occurrence) $100,000~General Aggregate $2,000,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000			118	60	16	118	12	0	0	3	0	0	3	A	CARRIER	Interstate		2365513	2017	01/26/2018	27	25	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	
		2	SONIC TRANS INC		8748 W SUMMERDALE AVE APT 4F	CHICAGO	IL	60656	8476212391	8476212106	MC	758560	2184825				A	N	N	N	N	N	N	N	N	1000000	N	N							L18A3620	AMERICAN INTER-FIDELITY EXCHANGE	0	1000000	10/04/2018								10/04/2018	10/04/2019	N		High	IM5000194-01	BIZ INC	7737771040	7737774443	TOKIO MARINE	11/21/2018		250000	Limit $250,000~Deductible $2,500	10/04/2018	10/04/2019	N		High	L18A3620	BIZ INC	7737771040	7737774443	AMERICAN INTER-FIDELITY EXCHANG	11/21/2018	Y	See Description Box~Scheduled Autos~PRIMARY	Combined Single Limit (Each Accident) $1,000,000	10/04/2018	10/04/2019	N		High	GL1703620	BIZ INC	7737771040	7737774443	AMERICAN INTER-FIDELITY EXCHANG	11/21/2018	Commercial General Liability~General Aggregate Limit Applies Per Policy~Occur	Each Occurrence $1,000,000~Products - Comp/Op Agg $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000~Medical Expense (Any One Person) $5,000~Personal & Adv Injury $1,000,000~General Aggregate $2,000,000			100	35	5	100	3	2	0	5	0	1	4	A	CARRIER	Interstate		3153348	2018	03/29/2019	32	32	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	EMJB INC		14007 S BELL RD	HOMER GLEN	IL	60491	7085906741	7089664728	MC	758325	2064987				A	N	N	N	N	N	N	N	N	1000000	N	N							L18A5461	AMERICAN INTER-FIDELITY EXCHANGE	0	1000000	09/28/2018								09/28/2018	09/28/2019	N		High	ILM0301837	PEOPLES INSURANCE AGENCY	8009324801	3193526328	RLI INS CO	09/27/2018	See Description Box	100000	Deductible $2,500~Limit $100,000	09/28/2018	09/28/2019	N		High	L18A5461	PEOPLES INSURANCE AGENCY	8009324801	3193526328	AMERICAN INTER FIDELITY	09/27/2018	N	Any Auto	Combined Single Limit (Each Accident) $1,000,000	07/26/2018	07/26/2019	N		High	TRKILF136777734-002	PEOPLES INSURANCE AGENCY	8009324801	3193526328	ILLINOIS UNION INS CO	09/27/2018	Occur~General Aggregate Limit Applies Per Policy	Medical Expense (Any One Person) $5,000~Products - Comp/Op Agg $2,000,000~Personal & Adv Injury $1,000,000~Damage To Rented Premises (Each Occurrence) $100,000~General Aggregate $2,000,000~Each Occurrence $1,000,000			100	35	3	100	5	1	0	1	0	0	1	A	CARRIER	Interstate		978966	2018	03/18/2019	32	32	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	TEMPTATION TRUCKING LLC		2469 MARSH RABBIT BND	DECATUR	GA	30035	8002997932	8888944474	MC	759034	2154804																																																																																								A	CARRIER	Interstate		400000	2015	11/15/2016	6	6	Y	N	N	N	N	N	N	Y	N	N	N	Y	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	Y	N	
		2	AMERIXPRESS INC		433 EAST ST CHARLES RD	CAROL STREAM	IL	60188	6302601414		MC	758557	2184829				A	N	N	N	N	N	N	N	N	750000	N	N							A0114214001	SENTRY SELECT INSURANCE COMPANY	0	750000	11/02/2018								11/02/2018	11/02/2019	N		High	QIM0760352	CO- HUB INTERNATIONAL TRANSPORTATION INSURANCE	8008800975	8019433889	QBE INSURANCE CORPORATION	11/01/2018	Reefer Breakdown Incl.	250000	Deductible $2,500~Limit $250,000~Reefer Breakdown Ded. $2,500	11/02/2018	11/02/2019	N		High	A0114214001	CO- HUB INTERNATIONAL TRANSPORTATION INSURANCE	8008800975	8019433889	SENTRY SELECT INSURANCE COMPANY	11/01/2018	N	Hired Autos~Any Auto~Non-owned Autos	Combined Single Limit (Each Accident) $1,000,000	11/02/2018	11/02/2019	N		High	A0114214001	CO- HUB INTERNATIONAL TRANSPORTATION INSURANCE	8008800975	8019433889	SENTRY SELECT INSURANCE COMPANY	11/01/2018	Commercial General Liability~Occur~Products - Comp/Op Agg-EXCLUDED	Medical Expense (Any One Person) $5,000~Each Occurrence $1,000,000~Personal & Adv Injury $1,000,000~General Aggregate $2,000,000~Damage To Rented Premises (Each Occurrence) $100,000			88	48	10	88	3	0	0	2	0	0	2	A	CARRIER	Interstate		1482503	2017	02/02/2018	20	20	Y	Y	N	Y	N	N	Y	N	N	N	N	N	N	N	Y	Y	N	Y	N	Y	Y	Y	N	N	N	Y	N	N	N	
		2	TEAM LOGISTICS INC		14520 VILLAGE DR # 1102	FONTANA	CA	92337	9095871720	9099128275	MC	760321	2190718																																																																																								I	CARRIER	Interstate		3888000	2015	05/14/2016	27	28	Y	N	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	Y	N	N	N	N	N	N	N	
		2	UNITED DELIVERY FREIGHT SERVICES INC		6132 W GUNNISON AVE	CHICAGO	IL	60630	3123850777	7739930918	MC	758964	2186149																																																																																								I	Carrier	Interstate		200000	2012	10/02/2012	3	3	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
		2	JDJ LOGISTICS LLC		416 SEABOARD ST SUITE B	STALLING	NC	28104	7042341065	7048213223	MC	759859	2189162				A	N	N	N	N	N	N	N	N	1000000	N	N							NCFR 905362 01	AMGUARD INSURANCE COMPANY	0	1000000	09/11/2018								09/11/2018	09/11/2019	N		High	P109132018	L AND L INSURANCE AGENCY	7047321811	7047350068	LLOYDS OF LONDON	09/18/2018		100000	Deductible $1,000~Limit $100,000	09/11/2018	09/11/2019	N		High	NCFR905362	L AND L INSURANCE AGENCY	7047321811	7047350068	AMGUARD INSURANCE COMPANY	09/18/2018	Y	Scheduled Autos	Combined Single Limit (Each Accident) $1,000,000																44	24	4	44	0	1	0	3	0	1	2	A	CARRIER	Interstate		1225000	2017	03/09/2018	10	10	Y	N	Y	Y	N	N	N	N	N	Y	N	N	N	N	Y	Y	N	Y	N	Y	N	Y	N	N	N	N	N	N	Y	
		2	SPARTAN TRANSPORT LLC		31520 TECLA DR	WARREN	MI	48088	2485068133	2485068133	MC	760842	2192230																																																																																								I	Carrier	Interstate		13000	2012	10/21/2013	1	1	Y	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	N	
